,sr,as1,as2,as3,as4,as5,qz1,qz2,qz3,qz4,qz5,qz6,qz7,s_i,s_ii,final
119,14,0.775,0.66,0.6833333333333333,0.0,0.60625,0.15,0.35,0.9,0.5,0.0,0.15,0.0,0.15,0.060000000000000005,0.12250000000000001
120,15,0.8875,0.0,0.7541666666666667,0.725,0.725,0.5,0.8,0.85,0.4,0.4,0.5,0.5,0.45,0.166,0.059
121,16,0.85,0.68,0.0,0.455,0.89375,0.45,1.0,0.9,0.95,0.05,0.4,0.08333333333333333,0.5,0.5346666666666666,0.4135
122,17,0.825,0.77,0.9375,0.95,0.8625,0.5,0.7,0.55,0.9,0.1,0.7,0.5416666666666666,0.28733333333333333,0.402,0.50675
123,18,0.81875,0.31,0.8541666666666666,0.19833333333333333,0.4125,0.1,0.95,0.75,0.4,0.5,1.0,0.4166666666666667,0.762,0.35200000000000004,0.31575000000000003
124,19,0.4625,0.595,0.7125,0.9416666666666667,0.0,0.15,0.7,0.55,0.05,0.45,0.2,0.5,0.3873333333333333,0.26,0.3225
125,20,0.8875,0.975,0.8833333333333333,0.7666666666666667,0.9375,0.55,0.9,0.85,0.95,0.9,0.5,0.8333333333333334,0.65,0.8,0.63175
126,21,0.89375,0.96,0.7833333333333333,0.875,0.0,0.4,0.95,0.65,0.6,0.6,0.85,0.5833333333333334,0.6873333333333334,0.7899999999999999,0.5045
127,22,0.74375,0.525,0.4083333333333333,0.725,0.5,0.5,0.1,0.55,0.75,0.3,0.2,0.5,0.2,0.1,0.18625
128,23,0.65625,0.87,0.7333333333333333,0.925,0.0,0.15,0.7,0.65,0.15,0.25,0.8,0.5416666666666666,0.262,0.38,0.32725
129,24,0.39375,0.76,0.0,0.7833333333333333,0.625,0.7,1.0,0.65,0.75,0.4,0.1,0.7916666666666666,0.6373333333333334,0.572,0.44075
130,25,0.4125,0.795,0.0,0.6166666666666667,0.925,0.5,0.65,0.85,0.8,0.3,0.6,0.4583333333333333,0.6246666666666666,0.612,0.38625
131,26,0.925,0.74,0.8833333333333333,0.33249999999999996,0.725,0.5,1.0,0.85,0.9,0.55,0.75,0.5416666666666666,0.662,0.56,0.35225
132,27,0.7875,0.72,0.9458333333333333,0.75,0.8,0.6,0.8,0.65,0.5,0.45,0.9,0.7083333333333334,0.6,0.3393333333333333,0.4885
133,28,0.75625,0.54,0.65,0.0,0.5875,0.3,0.0,0.6,0.2,0.3,0.25,0.5833333333333334,0.28733333333333333,0.20199999999999999,0.31124999999999997
134,29,0.3625,0.47,0.5891666666666667,0.6166666666666667,0.81875,0.2,0.0,0.75,0.1,0.5,0.7,0.3333333333333333,0.22466666666666668,0.168,0.13625
135,30,0.875,0.79,0.7,0.7083333333333334,0.86875,0.35,0.9,0.5,0.7,0.65,0.6,0.5833333333333334,0.4746666666666667,0.20199999999999999,0.52725
136,31,0.76875,0.0,0.8458333333333333,0.5833333333333334,0.8125,0.25,0.3,0.3,0.85,0.65,0.1,0.375,0.4746666666666667,0.43,0.40449999999999997
137,32,0.7875,0.475,0.65,0.2125,0.5375,0.1,0.45,0.4,0.9,0.45,0.85,0.5,0.5873333333333334,0.25,0.17024999999999998
138,33,0.86875,0.485,0.0,0.5833333333333334,0.475,0.15,0.0,0.55,0.3,0.35,0.65,0.3333333333333333,0.22466666666666668,0.08,0.10900000000000001
139,34,0.96875,0.69,0.9041666666666667,0.675,0.81875,0.15,0.35,0.85,0.3,0.45,0.4,0.4166666666666667,0.22466666666666668,0.362,0.2475
140,35,0.43125,0.835,0.8125,0.0,0.675,0.7,1.0,0.75,0.95,1.0,0.9,0.9166666666666666,0.8746666666666666,0.88,0.743
141,36,0.44375,0.0,0.6,0.0,0.6375,0.5,0.0,0.45,0.2,0.5,0.55,0.5,0.32466666666666666,0.16933333333333334,0.19524999999999998
142,37,0.8,0.0,0.625,0.48333333333333334,0.5875,0.45,1.0,0.4,0.3,0.15,0.6,0.5,0.3,0.1,0.27025
143,38,0.94375,0.55,0.5708333333333333,0.7,0.9,0.35,1.0,0.9,0.9,0.55,0.5,0.25,0.5373333333333333,0.456,0.425
144,39,0.425,0.535,0.875,0.0,0.875,0.1,0.75,0.25,0.35,0.75,0.5,0.5,0.35,0.25,0.1885
145,40,0.81875,0.67,0.7541666666666667,0.0,0.0,0.2,0.25,0.85,0.25,0.3,0.05,0.5,0.12466666666666668,0.08,0.10900000000000001
146,41,0.8375,0.91,0.975,0.825,0.9375,0.1,1.0,0.85,0.8,0.45,0.75,0.2916666666666667,0.6746666666666666,0.6513333333333333,0.5
147,42,0.75,0.67,0.5625,0.49166666666666664,0.58125,0.35,0.65,0.55,0.75,0.05,0.1,0.375,0.412,0.48200000000000004,0.22725
148,43,0.7,0.685,0.48333333333333334,0.0,0.375,0.15,0.25,0.45,0.35,0.15,0.05,0.3333333333333333,0.22466666666666668,0.116,0.3295
149,44,0.41875,0.895,0.9166666666666666,0.9,0.8375,0.15,0.0,0.55,0.6,0.2,0.1,0.3333333333333333,0.662,0.504,0.38175
150,45,0.75,0.83,0.0,0.65,0.9125,0.1,0.0,0.7,0.55,0.0,0.05,0.5,0.362,0.33,0.22949999999999998
151,46,0.65,0.82,0.8666666666666667,0.9166666666666666,0.79375,0.5,0.5,0.85,0.45,0.25,0.4,0.20833333333333334,0.4,0.266,0.4135
152,1,0.265,0.8166666666666667,0.8,0.7,0.725,0.05,0.0,0.5625,0.2,0.6,0.7,0.5,0.48333333333333334,0.4633333333333333,0.6997777777777777
153,2,0.34,0.0,0.86,0.8,0.725,0.6,0.0,0.1875,0.2,0.0,0.5,0.5,0.35,0.3266666666666667,0.38111111111111107
154,3,0.685,0.0,0.87,0.925,0.725,0.35,0.2,0.3125,0.7,0.9,0.9,0.5,0.37466666666666665,0.6633333333333333,0.7822222222222223
155,4,0.33,0.8166666666666667,0.53,0.8625,0.725,0.5,0.3,0.0,0.6,0.5,0.6,0.5,0.4166666666666667,0.46266666666666667,0.5631111111111111
156,5,0.35,0.0,0.7295833333333333,0.4875,0.725,0.15,0.6,0.375,0.6,0.4,0.5,0.5,0.6333333333333333,0.554,0.6564444444444444
157,6,0.405,0.75,0.76,0.6625,0.725,0.05,0.45,0.375,0.5,0.4,0.3,0.5,0.38333333333333336,0.39066666666666666,0.6873333333333334
158,7,0.0,0.725,0.63,0.8,0.725,0.1,0.5,0.375,0.6,0.6,0.8,0.5,0.3333333333333333,0.48133333333333334,0.6682222222222223
159,8,0.6303846153846153,0.775,0.89,0.725,0.725,0.65,0.6,0.0,0.4,0.65,0.7,0.5,0.9333333333333333,0.7086666666666667,0.682
160,9,0.4165,0.875,0.88,0.75,0.725,0.9,0.5,0.375,0.3,0.4,0.5,0.5,0.5333333333333333,0.7266666666666667,0.564
161,10,0.89,0.7833333333333333,0.87,0.9125,0.725,0.6,0.2,0.0,0.1,0.8,0.9,0.5,0.5833333333333334,0.818,0.8137777777777777
162,11,0.35,0.0,0.39,0.3125,0.725,0.3,0.2,0.25,0.1,0.4,0.65,0.5,0.35,0.5173333333333333,0.5591111111111111
163,12,0.375,0.7666666666666667,0.78,0.5875,0.725,0.35,0.5,0.4375,0.0,0.6,0.8,0.5,0.5666666666666667,0.5446666666666666,0.5728888888888889
164,13,0.825,0.9166666666666666,0.86,0.875,0.725,0.35,0.6,0.5,0.5,0.7,0.4,0.5,0.5,0.7086666666666667,0.6357777777777778
165,14,0.62,0.925,0.72,0.9,0.725,0.15,0.2,0.4375,0.2,0.7,0.1,0.5,0.3333333333333333,0.22666666666666666,0.5235555555555556
166,15,0.555,0.6666666666666666,0.74,0.6625,0.725,0.5,0.1,0.0,0.5,0.6,0.6,0.5,0.5833333333333334,0.6993333333333334,0.628
167,16,0.745,0.8416666666666667,0.86,0.8125,0.725,1.0,0.3,0.75,0.3,0.9,0.7,0.5,0.43333333333333335,0.772,0.7413333333333333
168,17,0.185,0.8583333333333333,0.71,0.8,0.725,0.05,0.1,0.4375,0.5,0.7,0.8,0.5,0.5746666666666667,0.6726666666666666,0.7591111111111111
169,18,0.27,0.7333333333333333,0.51,0.825,0.725,0.05,0.2,0.375,0.2,0.0,0.4,0.5,0.3333333333333333,0.12666666666666665,0.3091111111111111
170,19,0.0,0.7166666666666667,0.6,0.6875,0.725,0.7,0.5,0.3125,0.1,0.2,0.9,0.5,0.65,0.436,0.7593333333333334
171,20,0.59,0.7833333333333333,0.77,0.7,0.725,0.55,0.0,0.5625,0.0,0.4,0.6,0.5,0.5746666666666667,0.59,0.682
172,21,0.305,0.0,0.45,0.45,0.725,0.2,0.1,0.375,0.0,0.0,0.1,0.5,0.5833333333333334,0.48133333333333334,0.3862222222222222
173,22,0.27,0.0,0.73,0.75,0.725,0.45,0.5,0.4375,0.2,0.0,0.45,0.5,0.43333333333333335,0.26333333333333336,0.3088888888888889
174,23,0.47,0.0,0.91,0.7375,0.725,0.0,0.3,0.0,0.2,0.4,0.45,0.5,0.258,0.136,0.17244444444444443
175,24,0.54,0.725,0.46,0.725,0.725,0.7,0.1,0.5,0.2,0.1,0.5,0.5,0.36666666666666664,0.30866666666666664,0.48644444444444446
176,25,0.41,0.7083333333333334,0.54,0.775,0.725,0.45,0.3,0.0,0.4,0.1,0.6,0.5,0.38333333333333336,0.354,0.35888888888888887
177,26,0.635,0.875,0.75,0.6625,0.725,0.05,0.4,0.375,0.8,0.4,0.7,0.5,0.5666666666666667,0.6906666666666667,0.7002222222222223
178,27,0.3775,0.85,0.77,0.75,0.725,0.8,0.0,0.4375,0.5,0.8,0.45,0.5,0.43333333333333335,0.7173333333333333,0.7324444444444445
179,28,0.71,0.215,0.75,0.5,0.725,0.5,0.3,0.5,0.1,0.6,0.9,0.5,0.5413333333333333,0.45399999999999996,0.8955555555555554
180,29,0.12,0.5333333333333333,0.62,0.6875,0.725,0.0,0.1,0.375,0.0,0.2,0.7,0.5,0.5666666666666667,0.4266666666666667,0.6353333333333333
181,30,0.245,0.5916666666666667,0.71,0.675,0.725,0.5,0.0,0.375,0.1,0.1,0.1,0.5,0.35,0.22666666666666666,0.3228888888888889
182,31,0.22,0.0,0.49,0.8,0.725,0.05,0.0,0.3125,0.0,0.7,0.45,0.5,0.24133333333333334,0.054000000000000006,0.31355555555555553
183,32,0.69,0.8666666666666667,0.76,0.8625,0.725,0.65,0.0,0.5625,0.313,0.1,0.6,0.5,0.458,0.336,0.5633333333333334
184,33,0.735,0.575,0.71,0.775,0.725,0.55,0.6,0.375,0.8,0.9,0.6,0.5,0.5333333333333333,0.6546666666666667,0.6922222222222222
185,34,0.235,0.6083333333333333,0.52,0.375,0.725,0.25,0.4,0.4375,0.0,0.5,0.3,0.5,0.5746666666666667,0.30866666666666664,0.3148888888888889
186,35,0.88,0.8833333333333333,0.71,0.7375,0.725,0.35,0.2,0.5,0.4,0.2,0.1,0.5,0.5333333333333333,0.372,0.518
187,36,0.455,0.7416666666666667,0.65,0.6125,0.725,0.05,0.2,0.0,0.2,0.3,0.6,0.5,0.608,0.44466666666666665,0.5133333333333334
188,37,0.65,0.9,0.84,0.95,0.725,0.05,0.5,0.5625,0.7,0.9,0.8,0.5,0.3,0.836,0.8406666666666667
189,38,0.4,0.0,0.45,0.5,0.725,0.05,0.0,0.4375,0.35,0.3,0.1,0.5,0.16666666666666666,0.23600000000000002,0.20511111111111113
190,39,0.415,0.8583333333333333,0.86,0.9625,0.725,0.6,0.0,0.625,0.513,0.4,0.65,0.5,0.608,0.6453333333333333,0.828
191,40,0.67,0.8916666666666667,0.75,0.7375,0.725,1.0,0.3,0.5625,0.1,0.8,0.7,0.5,0.6166666666666667,0.6353333333333333,0.6677777777777778
192,41,0.24,0.85,0.69,0.725,0.725,0.65,0.6,0.1875,0.5,0.8,0.7,0.5,0.55,0.5353333333333333,0.6622222222222223
193,42,0.285,0.6333333333333333,0.8,0.875,0.725,1.0,0.5,0.75,0.2,0.9,0.65,0.5,0.5166666666666667,0.6173333333333333,0.6515555555555556
194,43,0.725,0.0,0.65,0.6375,0.725,0.15,0.0,0.25,0.0,0.0,0.1,0.5,0.6,0.354,0.46799999999999997
195,44,0.61,0.8416666666666667,0.89,0.775,0.725,0.05,0.0,0.3125,0.1,0.4,0.1,0.5,0.22466666666666668,0.4086666666666667,0.3908888888888889
196,45,0.38,0.7916666666666666,0.74,0.8375,0.725,0.35,0.1,0.6875,0.0,0.3,0.65,0.5,0.3,0.336,0.4086666666666667
197,46,0.175,0.775,0.52,0.725,0.725,0.0,0.2,0.5,0.3,0.65,0.5,0.5,0.55,0.5446666666666666,0.5768888888888889
198,47,0.595,0.6333333333333333,0.88,0.675,0.725,0.05,0.4,0.125,0.1,0.1,0.5,0.5,0.4666666666666667,0.19066666666666665,0.2773333333333333
199,48,0.22,0.0,0.5,0.55,0.725,0.05,0.3333333333333333,0.4375,0.0,0.65,0.3,0.5,0.5166666666666667,0.2906666666666667,0.4182222222222222
200,49,0.99,0.95,0.97,1.0,0.725,1.0,1.0,0.8125,0.9099999999999999,1.0,1.0,0.5,0.9166666666666666,1.0,0.9175555555555556
201,50,0.7,0.7166666666666667,0.52,0.425,0.725,0.05,0.0,0.6875,0.3,0.85,0.1,0.5,0.6,0.5906666666666667,0.5977777777777777
202,51,0.37,0.0,0.88,0.8375,0.725,0.15,0.0,0.0,0.4,0.5,0.6,0.5,0.6,0.5993333333333334,0.6775555555555555
203,1,0.335,0.7333333333333333,0.89,0.9125,0.725,0.5,0.0,0.3125,0.5,0.05,0.7,0.5,0.36666666666666664,0.5086666666666667,0.5575555555555556
204,2,0.58,0.7285714285714285,0.47,0.0,0.725,0.65,0.0,0.375,0.5,0.0,0.3,0.5,0.45,0.47200000000000003,0.5193333333333333
205,3,0.45,0.7583333333333333,0.43,0.0,0.725,0.2,0.5,0.4375,0.0,0.15,0.5,0.5,0.36666666666666664,0.5266666666666667,0.4731111111111111
206,4,0.6303846153846153,0.35,0.4,0.725,0.725,0.45,0.0,0.5,0.5,0.4,0.0,0.5,0.3333333333333333,0.30866666666666664,0.33155555555555555
207,5,0.31,0.7583333333333333,0.69,0.0,0.725,0.35,0.0,0.5625,0.4,0.2,0.1,0.5,0.29133333333333333,0.436,0.40511111111111114
208,6,0.6303846153846153,0.625,0.79,0.0,0.725,0.5,0.0,0.5,0.6,0.4,0.85,0.5,0.6333333333333333,0.336,0.5084444444444445
209,7,0.565,0.5416666666666666,0.87,0.875,0.725,0.5,0.4,0.4375,0.6,0.3,0.4,0.5,0.5,0.44466666666666665,0.3582222222222222
210,8,0.38,0.5,0.51,0.0,0.725,0.15,0.0,0.3125,0.0,0.4,0.8,0.5,0.24133333333333334,0.2906666666666667,0.2046666666666667
211,9,0.345,0.6583333333333333,0.56,0.85,0.725,0.35,0.5,0.125,0.0,0.0,0.2,0.5,0.31666666666666665,0.30866666666666664,0.5584444444444444
212,10,0.72,0.0,0.85,0.975,0.725,0.6,0.3,0.3125,0.0,0.6,0.2,0.5,0.8166666666666667,0.772,0.7346666666666667
213,11,0.34,0.7166666666666667,0.54,0.625,0.725,0.4,0.0,0.375,0.5,0.0,0.1,0.5,0.43333333333333335,0.46266666666666667,0.6004444444444444
214,12,0.48,0.825,0.55,0.6,0.725,0.5,0.6,0.5625,0.7,0.0,0.2,0.5,0.608,0.39066666666666666,0.5457777777777777
215,13,0.54,0.7333333333333333,0.27,0.8375,0.725,0.4,0.4,0.8125,0.4,0.3,0.2,0.5,0.358,0.154,0.2411111111111111
216,14,0.63,0.6583333333333333,0.78,0.5625,0.725,0.7,0.3,0.5625,0.7,0.15,0.5,0.5,0.49133333333333334,0.6726666666666666,0.7284444444444444
217,15,0.815,0.875,0.81,0.975,0.725,0.55,0.0,0.8125,0.7,0.6,0.5,0.5,0.5,0.7899999999999999,0.8602222222222222
218,16,0.825,0.6583333333333333,0.76,0.725,0.725,1.0,0.6,0.5625,0.95,0.3,0.5,0.5,0.5579999999999999,0.772,0.8
219,17,0.525,0.7916666666666666,0.75,0.0,0.725,0.6,0.2,0.4375,0.3,0.05,0.0,0.5,0.26666666666666666,0.5446666666666666,0.5004444444444445
220,18,0.49,0.8083333333333333,0.88,0.9125,0.725,0.35,0.5,0.5625,0.6,0.3,0.5,0.5,0.4,0.49933333333333335,0.5324444444444445
221,19,0.445,0.65,0.0,0.5875,0.725,0.55,0.0,0.4375,0.0,0.0,0.0,0.5,0.45,0.30866666666666664,0.4182222222222222
222,20,0.335,0.6416666666666667,0.42,0.725,0.725,0.0,0.0,0.3125,0.2,0.1,0.3,0.5,0.31666666666666665,0.30866666666666664,0.34355555555555556
223,21,0.56,0.6583333333333333,0.96,0.9125,0.725,0.75,0.0,0.8125,0.8,0.75,0.5,0.5,0.5666666666666667,0.9540000000000001,0.8086666666666666
224,22,0.815,0.7333333333333333,0.62,0.0,0.725,0.3,0.1,0.4375,0.2,0.0,0.65,0.5,0.4,0.30866666666666664,0.3502222222222222
225,23,0.46,0.6416666666666667,0.49,0.725,0.725,0.5,0.2,0.3125,0.5,0.05,0.6,0.5,0.26666666666666666,0.23600000000000002,0.5091111111111111
226,24,0.37,0.0,0.91,0.9,0.725,0.0,0.0,0.3125,0.6,0.3,0.3,0.5,0.43333333333333335,0.5359999999999999,0.6088888888888888
227,25,0.48,0.7,0.67,0.6375,0.725,0.65,0.0,0.5,0.0,0.0,0.3,0.5,0.45,0.3173333333333333,0.5602222222222223
228,26,0.16,0.625,0.77,0.8625,0.725,0.0,0.0,0.4375,0.5,0.05,0.1,0.5,0.36666666666666664,0.18133333333333335,0.23199999999999998
229,27,0.795,0.5916666666666667,0.75,0.8875,0.725,0.7,0.0,0.4375,0.5,0.5,0.9,0.5,0.55,0.5813333333333334,0.7786666666666666
230,28,0.615,0.0,0.85,0.85,0.725,0.5,0.1,0.5625,0.3,0.35,0.4,0.5,0.5246666666666667,0.6813333333333333,0.7713333333333333
231,29,0.265,0.0,0.7295833333333333,0.4625,0.725,0.0,0.0,0.3125,0.2,0.05,0.4,0.5,0.25,0.3993333333333334,0.3268888888888889
232,30,0.605,0.0,0.93,0.7,0.725,0.55,0.7,0.25,0.3,0.4,0.3,0.5,0.5833333333333334,0.5813333333333334,0.6786666666666666
233,31,0.32,0.575,0.68,0.8375,0.725,0.5,0.0,0.3125,0.0,0.0,0.0,0.5,0.08333333333333333,0.16333333333333336,0.4271111111111111
234,32,0.37,0.8416666666666667,0.81,0.8875,0.725,0.7,0.6,0.5625,0.8,0.75,0.1,0.5,0.7333333333333333,0.8446666666666667,0.8731111111111111
235,33,0.46,0.5583333333333333,0.8,0.8875,0.725,0.0,0.0,0.625,0.0,0.4,0.2,0.5,0.43333333333333335,0.5813333333333334,0.6675555555555556
236,34,0.4,0.0,0.55,0.775,0.725,0.5,0.6,0.25,0.5,0.0,0.8,0.5,0.48333333333333334,0.48133333333333334,0.4908888888888889
237,35,0.525,0.7166666666666667,0.41,0.35,0.725,0.5,0.1,0.375,0.0,0.0,0.0,0.5,0.6166666666666667,0.3266666666666667,0.27444444444444444
238,36,0.5,0.7916666666666666,0.82,0.9125,0.725,0.0,0.0,0.5625,0.0,0.4,0.5,0.5,0.31666666666666665,0.272,0.27711111111111114
239,37,0.615,0.8,0.93,0.925,0.725,0.45,0.0,0.625,0.7,0.15,0.1,0.5,0.5166666666666667,0.4,0.7326666666666667
240,38,0.61,0.5833333333333334,0.3,0.7375,0.725,0.55,0.0,0.5,0.5,0.2,0.15,0.5,0.45,0.554,0.37288888888888894
241,39,0.55,0.8166666666666667,0.45,0.825,0.725,0.5,0.0,0.4375,0.8,0.05,0.5,0.5,0.5166666666666667,0.736,0.6231111111111111
242,40,0.55,0.775,0.66,0.0,0.725,0.8,0.2,0.4375,0.4,0.15,0.3,0.5,0.5166666666666667,0.6266666666666667,0.6995555555555556
243,41,0.375,0.0,0.52,0.7125,0.725,0.0,0.0,0.1875,0.0,0.0,0.15,0.5,0.3,0.16333333333333336,0.13444444444444445
244,42,0.645,0.6583333333333333,0.69,0.85,0.725,1.0,0.0,0.5,0.0,0.2,0.7,0.5,0.508,0.5446666666666666,0.5502222222222223
245,43,0.6303846153846153,0.725,0.65,0.0,0.725,0.5,0.0,0.4375,0.5,0.05,0.45,0.5,0.36666666666666664,0.22666666666666666,0.436
246,44,0.43,0.6,0.0,0.7125,0.725,0.0,0.0,0.375,0.45,0.0,0.0,0.5,0.36666666666666664,0.2813333333333333,0.4637777777777778
248,46,0.725,0.75,0.82,0.9,0.725,1.0,0.6,0.1875,0.8,0.25,0.5,0.5,0.48333333333333334,0.6993333333333334,0.6733333333333333
249,47,0.0,0.7285714285714285,0.7295833333333333,0.725,0.725,0.5,0.0,0.1875,0.0,0.4,0.5,0.5,0.49133333333333334,0.18133333333333335,0.23133333333333334
250,48,0.705,0.7666666666666667,0.73,0.7625,0.725,0.15,0.7,0.375,0.0,0.1,0.4,0.5,0.55,0.47200000000000003,0.6282222222222222
251,49,0.415,0.0,0.88,0.9,0.725,0.6,0.2,0.375,0.0,0.0,0.3,0.5,0.5746666666666667,0.372,0.514888888888889
252,50,0.32,0.8,0.77,0.825,0.725,0.0,0.0,0.4375,0.6,0.25,0.5,0.5,0.4746666666666667,0.5446666666666666,0.5373333333333333
253,51,0.435,0.0,0.75,0.8875,0.725,0.0,0.2,0.1875,0.2,0.05,0.4,0.5,0.43333333333333335,0.5173333333333333,0.5231111111111111
